id,split,pdf_path,template,difficulty,pagesize,skill_mode,skill_years_stated,scanned,contact_in_header_only,pages,fallback
TRAIN00508,train,cvs_pdf/TRAIN00508.pdf,minimal_centered,medium,letter,years,True,False,True,1,
TRAIN00509,train,cvs_pdf/TRAIN00509.pdf,right_sidebar_light,hard,A4,bullets,False,False,False,1,
TRAIN00510,train,cvs_pdf/TRAIN00510.pdf,left_sidebar_dark,hard,letter,categorised,False,False,False,1,
TRAIN00511,train,cvs_pdf/TRAIN00511.pdf,compact_boxed,medium,A4,table,False,False,False,1,
TRAIN00512,train,cvs_pdf/TRAIN00512.pdf,modern_banner,easy,letter,bars,False,False,False,1,
TRAIN00513,train,cvs_pdf/TRAIN00513.pdf,two_column_balanced,hard,A4,bars,False,False,False,1,
TRAIN00514,train,cvs_pdf/TRAIN00514.pdf,left_sidebar_dark,hard,letter,categorised,False,False,False,1,
TRAIN00515,train,cvs_pdf/TRAIN00515.pdf,academic_dense,medium,A4,years,True,False,False,1,
TRAIN00516,train,cvs_pdf/TRAIN00516.pdf,modern_banner,easy,letter,years,True,False,False,1,
TRAIN00517,train,cvs_pdf/TRAIN00517.pdf,europass_style,hard,A4,bullets,False,False,False,1,
TRAIN00518,train,cvs_pdf/TRAIN00518.pdf,modern_banner,easy,letter,categorised,False,False,False,2,
TRAIN00519,train,cvs_pdf/TRAIN00519.pdf,europass_style,hard,letter,levels,False,False,False,1,
TRAIN00520,train,cvs_pdf/TRAIN00520.pdf,minimal_centered,medium,letter,categorised,False,False,False,1,
TRAIN00521,train,cvs_pdf/TRAIN00521.pdf,classic_ats,easy,A4,table,False,False,False,1,
TRAIN00522,train,cvs_pdf/TRAIN00522.pdf,academic_dense,medium,letter,categorised,False,False,False,2,
TRAIN00523,train,cvs_pdf/TRAIN00523.pdf,right_sidebar_light,scanned,A4,table,False,True,True,1,
TRAIN00524,train,cvs_pdf/TRAIN00524.pdf,classic_ats,easy,letter,years,True,False,False,1,
TRAIN00525,train,cvs_pdf/TRAIN00525.pdf,compact_boxed,medium,letter,categorised,False,False,False,1,
TRAIN00526,train,cvs_pdf/TRAIN00526.pdf,right_sidebar_light,hard,A4,plain,False,False,False,1,
TRAIN00527,train,cvs_pdf/TRAIN00527.pdf,right_sidebar_light,hard,letter,categorised,False,False,False,1,
TRAIN00528,train,cvs_pdf/TRAIN00528.pdf,minimal_centered,medium,letter,table,False,False,False,1,
TRAIN00529,train,cvs_pdf/TRAIN00529.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00530,train,cvs_pdf/TRAIN00530.pdf,classic_ats,easy,A4,plain,False,False,False,1,
TRAIN00531,train,cvs_pdf/TRAIN00531.pdf,minimal_centered,medium,A4,plain,False,False,False,1,
TRAIN00532,train,cvs_pdf/TRAIN00532.pdf,modern_banner,easy,A4,years,True,False,False,1,
TRAIN00533,train,cvs_pdf/TRAIN00533.pdf,compact_boxed,medium,letter,years,True,False,False,2,
TRAIN00534,train,cvs_pdf/TRAIN00534.pdf,two_column_balanced,hard,letter,plain,False,False,False,1,
TRAIN00535,train,cvs_pdf/TRAIN00535.pdf,two_column_balanced,hard,letter,table,False,False,False,1,
TRAIN00536,train,cvs_pdf/TRAIN00536.pdf,europass_style,hard,letter,table,False,False,False,1,
TRAIN00537,train,cvs_pdf/TRAIN00537.pdf,left_sidebar_dark,hard,letter,plain,False,False,False,1,
TRAIN00538,train,cvs_pdf/TRAIN00538.pdf,academic_dense,medium,letter,plain,False,False,False,1,
TRAIN00539,train,cvs_pdf/TRAIN00539.pdf,compact_boxed,medium,letter,plain,False,False,False,1,
TRAIN00540,train,cvs_pdf/TRAIN00540.pdf,modern_banner,easy,letter,years,True,False,False,1,
TRAIN00541,train,cvs_pdf/TRAIN00541.pdf,modern_banner,easy,letter,categorised,False,False,False,1,
TRAIN00542,train,cvs_pdf/TRAIN00542.pdf,minimal_centered,medium,letter,bullets,False,False,False,1,
TRAIN00543,train,cvs_pdf/TRAIN00543.pdf,academic_dense,medium,letter,levels,False,False,False,1,
TRAIN00544,train,cvs_pdf/TRAIN00544.pdf,two_column_balanced,hard,letter,levels,False,False,False,1,
TRAIN00545,train,cvs_pdf/TRAIN00545.pdf,left_sidebar_dark,hard,A4,table,False,False,True,1,
TRAIN00546,train,cvs_pdf/TRAIN00546.pdf,left_sidebar_dark,hard,letter,years,True,False,False,1,
TRAIN00547,train,cvs_pdf/TRAIN00547.pdf,left_sidebar_dark,hard,letter,years,True,False,False,1,
TRAIN00548,train,cvs_pdf/TRAIN00548.pdf,left_sidebar_dark,hard,letter,categorised,False,False,False,1,
TRAIN00549,train,cvs_pdf/TRAIN00549.pdf,compact_boxed,medium,letter,plain,False,False,False,1,
TRAIN00550,train,cvs_pdf/TRAIN00550.pdf,classic_ats,easy,letter,bars,False,False,False,2,
TRAIN00551,train,cvs_pdf/TRAIN00551.pdf,academic_dense,scanned,A4,years,True,True,False,1,
TRAIN00552,train,cvs_pdf/TRAIN00552.pdf,modern_banner,easy,A4,bullets,False,False,False,1,
TRAIN00553,train,cvs_pdf/TRAIN00553.pdf,modern_banner,easy,letter,categorised,False,False,False,1,
TRAIN00554,train,cvs_pdf/TRAIN00554.pdf,two_column_balanced,hard,letter,bars,False,False,False,1,
TRAIN00555,train,cvs_pdf/TRAIN00555.pdf,compact_boxed,medium,A4,years,True,False,False,1,
TRAIN00556,train,cvs_pdf/TRAIN00556.pdf,table_grid,hard,letter,years,True,False,True,1,
TRAIN00557,train,cvs_pdf/TRAIN00557.pdf,compact_boxed,medium,letter,plain,False,False,False,1,
TRAIN00558,train,cvs_pdf/TRAIN00558.pdf,classic_ats,easy,letter,bars,False,False,False,1,
TRAIN00559,train,cvs_pdf/TRAIN00559.pdf,left_sidebar_dark,hard,letter,levels,False,False,False,1,
TRAIN00560,train,cvs_pdf/TRAIN00560.pdf,two_column_balanced,hard,A4,categorised,False,False,False,1,
TRAIN00561,train,cvs_pdf/TRAIN00561.pdf,right_sidebar_light,hard,letter,table,False,False,False,2,
TRAIN00562,train,cvs_pdf/TRAIN00562.pdf,minimal_centered,medium,letter,levels,False,False,False,1,
TRAIN00563,train,cvs_pdf/TRAIN00563.pdf,right_sidebar_light,hard,A4,categorised,False,False,False,2,
TRAIN00564,train,cvs_pdf/TRAIN00564.pdf,modern_banner,easy,A4,table,False,False,False,2,
TRAIN00565,train,cvs_pdf/TRAIN00565.pdf,modern_banner,easy,A4,categorised,False,False,True,2,
TRAIN00566,train,cvs_pdf/TRAIN00566.pdf,compact_boxed,medium,letter,years,True,False,False,1,
TRAIN00567,train,cvs_pdf/TRAIN00567.pdf,table_grid,hard,A4,levels,False,False,False,1,
TRAIN00568,train,cvs_pdf/TRAIN00568.pdf,classic_ats,easy,A4,levels,False,False,False,1,
TRAIN00569,train,cvs_pdf/TRAIN00569.pdf,table_grid,hard,letter,years,True,False,False,1,
TRAIN00570,train,cvs_pdf/TRAIN00570.pdf,modern_banner,scanned,A4,levels,False,True,True,1,
TRAIN00571,train,cvs_pdf/TRAIN00571.pdf,two_column_balanced,hard,letter,categorised,False,False,False,1,
TRAIN00572,train,cvs_pdf/TRAIN00572.pdf,two_column_balanced,hard,letter,none,False,False,False,1,
TRAIN00573,train,cvs_pdf/TRAIN00573.pdf,left_sidebar_dark,hard,A4,categorised,False,False,False,1,
TRAIN00574,train,cvs_pdf/TRAIN00574.pdf,left_sidebar_dark,hard,letter,plain,False,False,False,1,
TRAIN00575,train,cvs_pdf/TRAIN00575.pdf,classic_ats,easy,A4,categorised,False,False,False,1,
TRAIN00576,train,cvs_pdf/TRAIN00576.pdf,academic_dense,medium,letter,categorised,False,False,False,1,
TRAIN00577,train,cvs_pdf/TRAIN00577.pdf,left_sidebar_dark,hard,letter,years,True,False,False,1,
TRAIN00578,train,cvs_pdf/TRAIN00578.pdf,two_column_balanced,hard,A4,table,False,False,False,1,
TRAIN00579,train,cvs_pdf/TRAIN00579.pdf,minimal_centered,medium,A4,plain,False,False,False,1,
TRAIN00580,train,cvs_pdf/TRAIN00580.pdf,classic_ats,easy,A4,categorised,False,False,False,1,
TRAIN00581,train,cvs_pdf/TRAIN00581.pdf,academic_dense,medium,letter,years,True,False,False,1,
TRAIN00582,train,cvs_pdf/TRAIN00582.pdf,left_sidebar_dark,hard,A4,plain,False,False,False,1,
TRAIN00583,train,cvs_pdf/TRAIN00583.pdf,academic_dense,medium,A4,years,True,False,False,1,
TRAIN00584,train,cvs_pdf/TRAIN00584.pdf,two_column_balanced,hard,letter,levels,False,False,False,1,
TRAIN00585,train,cvs_pdf/TRAIN00585.pdf,compact_boxed,medium,letter,categorised,False,False,True,1,
TRAIN00586,train,cvs_pdf/TRAIN00586.pdf,modern_banner,easy,A4,years,True,False,False,1,
TRAIN00587,train,cvs_pdf/TRAIN00587.pdf,academic_dense,medium,A4,bullets,False,False,False,2,
TRAIN00588,train,cvs_pdf/TRAIN00588.pdf,table_grid,hard,A4,table,False,False,False,1,
TRAIN00589,train,cvs_pdf/TRAIN00589.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00590,train,cvs_pdf/TRAIN00590.pdf,modern_banner,easy,A4,years,True,False,False,1,
TRAIN00591,train,cvs_pdf/TRAIN00591.pdf,modern_banner,easy,letter,bullets,False,False,False,1,
TRAIN00592,train,cvs_pdf/TRAIN00592.pdf,modern_banner,easy,letter,bars,False,False,False,2,
TRAIN00593,train,cvs_pdf/TRAIN00593.pdf,compact_boxed,medium,A4,years,True,False,False,1,
TRAIN00594,train,cvs_pdf/TRAIN00594.pdf,classic_ats,easy,A4,table,False,False,True,1,
TRAIN00595,train,cvs_pdf/TRAIN00595.pdf,left_sidebar_dark,hard,letter,years,True,False,False,1,
TRAIN00596,train,cvs_pdf/TRAIN00596.pdf,minimal_centered,medium,letter,plain,False,False,False,2,
TRAIN00597,train,cvs_pdf/TRAIN00597.pdf,two_column_balanced,hard,letter,years,True,False,False,1,
TRAIN00598,train,cvs_pdf/TRAIN00598.pdf,table_grid,hard,letter,categorised,False,False,False,1,
TRAIN00599,train,cvs_pdf/TRAIN00599.pdf,classic_ats,easy,letter,plain,False,False,False,1,
TRAIN00600,train,cvs_pdf/TRAIN00600.pdf,modern_banner,easy,letter,bullets,False,False,False,1,
TRAIN00601,train,cvs_pdf/TRAIN00601.pdf,academic_dense,medium,letter,plain,False,False,False,2,
TRAIN00602,train,cvs_pdf/TRAIN00602.pdf,classic_ats,easy,letter,table,False,False,False,1,
TRAIN00603,train,cvs_pdf/TRAIN00603.pdf,left_sidebar_dark,hard,letter,table,False,False,False,1,
TRAIN00604,train,cvs_pdf/TRAIN00604.pdf,classic_ats,easy,letter,levels,False,False,False,1,
TRAIN00605,train,cvs_pdf/TRAIN00605.pdf,two_column_balanced,hard,A4,years,True,False,False,1,
TRAIN00606,train,cvs_pdf/TRAIN00606.pdf,academic_dense,medium,letter,plain,False,False,False,1,
TRAIN00607,train,cvs_pdf/TRAIN00607.pdf,modern_banner,easy,letter,years,True,False,False,1,
TRAIN00608,train,cvs_pdf/TRAIN00608.pdf,classic_ats,easy,A4,levels,False,False,True,1,
TRAIN00609,train,cvs_pdf/TRAIN00609.pdf,modern_banner,easy,A4,years,True,False,False,1,
TRAIN00610,train,cvs_pdf/TRAIN00610.pdf,left_sidebar_dark,hard,letter,table,False,False,False,1,
TRAIN00611,train,cvs_pdf/TRAIN00611.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00612,train,cvs_pdf/TRAIN00612.pdf,right_sidebar_light,hard,letter,plain,False,False,False,1,
TRAIN00613,train,cvs_pdf/TRAIN00613.pdf,table_grid,hard,letter,categorised,False,False,False,1,
TRAIN00614,train,cvs_pdf/TRAIN00614.pdf,classic_ats,easy,A4,categorised,False,False,False,1,
TRAIN00615,train,cvs_pdf/TRAIN00615.pdf,classic_ats,easy,A4,categorised,False,False,False,1,
TRAIN00616,train,cvs_pdf/TRAIN00616.pdf,right_sidebar_light,hard,letter,plain,False,False,False,1,
TRAIN00617,train,cvs_pdf/TRAIN00617.pdf,minimal_centered,medium,A4,table,False,False,False,2,
TRAIN00618,train,cvs_pdf/TRAIN00618.pdf,minimal_centered,medium,letter,years,True,False,False,1,
TRAIN00619,train,cvs_pdf/TRAIN00619.pdf,left_sidebar_dark,hard,A4,levels,False,False,False,1,
TRAIN00620,train,cvs_pdf/TRAIN00620.pdf,modern_banner,easy,letter,plain,False,False,False,1,
TRAIN00621,train,cvs_pdf/TRAIN00621.pdf,academic_dense,medium,A4,bars,False,False,False,1,
TRAIN00622,train,cvs_pdf/TRAIN00622.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00623,train,cvs_pdf/TRAIN00623.pdf,compact_boxed,medium,letter,years,True,False,True,1,
TRAIN00624,train,cvs_pdf/TRAIN00624.pdf,left_sidebar_dark,hard,A4,table,False,False,False,1,
TRAIN00625,train,cvs_pdf/TRAIN00625.pdf,modern_banner,easy,letter,levels,False,False,False,1,
TRAIN00626,train,cvs_pdf/TRAIN00626.pdf,two_column_balanced,hard,A4,levels,False,False,False,1,
TRAIN00627,train,cvs_pdf/TRAIN00627.pdf,modern_banner,scanned,letter,years,True,True,False,1,
TRAIN00628,train,cvs_pdf/TRAIN00628.pdf,classic_ats,easy,letter,categorised,False,False,False,2,
TRAIN00629,train,cvs_pdf/TRAIN00629.pdf,modern_banner,easy,letter,bullets,False,False,False,1,
TRAIN00630,train,cvs_pdf/TRAIN00630.pdf,minimal_centered,medium,letter,table,False,False,False,2,
TRAIN00631,train,cvs_pdf/TRAIN00631.pdf,compact_boxed,medium,letter,levels,False,False,False,2,
TRAIN00632,train,cvs_pdf/TRAIN00632.pdf,two_column_balanced,hard,letter,bullets,False,False,False,1,
TRAIN00633,train,cvs_pdf/TRAIN00633.pdf,two_column_balanced,hard,A4,plain,False,False,False,1,
TRAIN00634,train,cvs_pdf/TRAIN00634.pdf,compact_boxed,medium,A4,bullets,False,False,False,2,
TRAIN00635,train,cvs_pdf/TRAIN00635.pdf,europass_style,hard,A4,categorised,False,False,False,1,
TRAIN00636,train,cvs_pdf/TRAIN00636.pdf,classic_ats,easy,A4,levels,False,False,True,1,
TRAIN00637,train,cvs_pdf/TRAIN00637.pdf,modern_banner,easy,A4,categorised,False,False,False,1,
TRAIN00638,train,cvs_pdf/TRAIN00638.pdf,classic_ats,easy,letter,plain,False,False,True,1,
TRAIN00639,train,cvs_pdf/TRAIN00639.pdf,minimal_centered,medium,letter,plain,False,False,False,1,
TRAIN00640,train,cvs_pdf/TRAIN00640.pdf,minimal_centered,medium,A4,bars,False,False,False,1,
TRAIN00641,train,cvs_pdf/TRAIN00641.pdf,table_grid,hard,A4,table,False,False,False,2,
TRAIN00642,train,cvs_pdf/TRAIN00642.pdf,modern_banner,easy,letter,years,True,False,False,1,
TRAIN00643,train,cvs_pdf/TRAIN00643.pdf,classic_ats,easy,letter,plain,False,False,False,1,
TRAIN00644,train,cvs_pdf/TRAIN00644.pdf,classic_ats,easy,A4,plain,False,False,False,1,
TRAIN00645,train,cvs_pdf/TRAIN00645.pdf,classic_ats,easy,A4,bars,False,False,False,1,
TRAIN00646,train,cvs_pdf/TRAIN00646.pdf,minimal_centered,medium,A4,categorised,False,False,False,1,
TRAIN00647,train,cvs_pdf/TRAIN00647.pdf,two_column_balanced,scanned,A4,levels,False,True,False,1,
TRAIN00648,train,cvs_pdf/TRAIN00648.pdf,two_column_balanced,hard,A4,none,False,False,False,1,
TRAIN00649,train,cvs_pdf/TRAIN00649.pdf,classic_ats,easy,A4,categorised,False,False,False,1,
TRAIN00650,train,cvs_pdf/TRAIN00650.pdf,academic_dense,medium,letter,table,False,False,False,2,
TRAIN00651,train,cvs_pdf/TRAIN00651.pdf,modern_banner,easy,letter,bars,False,False,False,1,
TRAIN00652,train,cvs_pdf/TRAIN00652.pdf,two_column_balanced,hard,letter,years,True,False,True,1,
TRAIN00653,train,cvs_pdf/TRAIN00653.pdf,modern_banner,easy,letter,plain,False,False,False,1,
TRAIN00654,train,cvs_pdf/TRAIN00654.pdf,modern_banner,easy,A4,bars,False,False,False,2,
TRAIN00655,train,cvs_pdf/TRAIN00655.pdf,two_column_balanced,hard,A4,plain,False,False,True,2,
TRAIN00656,train,cvs_pdf/TRAIN00656.pdf,europass_style,hard,A4,bullets,False,False,False,1,
TRAIN00657,train,cvs_pdf/TRAIN00657.pdf,two_column_balanced,hard,A4,years,True,False,True,1,
TRAIN00658,train,cvs_pdf/TRAIN00658.pdf,classic_ats,easy,A4,table,False,False,True,2,
TRAIN00659,train,cvs_pdf/TRAIN00659.pdf,right_sidebar_light,scanned,letter,levels,False,True,False,1,
TRAIN00660,train,cvs_pdf/TRAIN00660.pdf,compact_boxed,medium,letter,none,False,False,False,1,
TRAIN00661,train,cvs_pdf/TRAIN00661.pdf,minimal_centered,medium,letter,bars,False,False,False,1,
TRAIN00662,train,cvs_pdf/TRAIN00662.pdf,minimal_centered,medium,A4,bars,False,False,False,1,
TRAIN00663,train,cvs_pdf/TRAIN00663.pdf,classic_ats,easy,letter,categorised,False,False,False,2,
TRAIN00664,train,cvs_pdf/TRAIN00664.pdf,two_column_balanced,hard,letter,years,True,False,False,1,
TRAIN00665,train,cvs_pdf/TRAIN00665.pdf,minimal_centered,medium,letter,plain,False,False,False,2,
TRAIN00666,train,cvs_pdf/TRAIN00666.pdf,left_sidebar_dark,hard,letter,table,False,False,False,1,
TRAIN00667,train,cvs_pdf/TRAIN00667.pdf,academic_dense,medium,letter,categorised,False,False,False,1,
TRAIN00668,train,cvs_pdf/TRAIN00668.pdf,academic_dense,medium,A4,categorised,False,False,False,1,
TRAIN00669,train,cvs_pdf/TRAIN00669.pdf,modern_banner,easy,letter,years,True,False,False,1,
TRAIN00670,train,cvs_pdf/TRAIN00670.pdf,modern_banner,easy,letter,categorised,False,False,False,1,
TRAIN00671,train,cvs_pdf/TRAIN00671.pdf,classic_ats,easy,letter,plain,False,False,False,1,
TRAIN00672,train,cvs_pdf/TRAIN00672.pdf,left_sidebar_dark,hard,letter,plain,False,False,False,1,
TRAIN00673,train,cvs_pdf/TRAIN00673.pdf,classic_ats,easy,letter,plain,False,False,False,1,
TRAIN00674,train,cvs_pdf/TRAIN00674.pdf,two_column_balanced,hard,A4,years,True,False,False,1,
TRAIN00675,train,cvs_pdf/TRAIN00675.pdf,minimal_centered,medium,A4,categorised,False,False,False,1,
TRAIN00676,train,cvs_pdf/TRAIN00676.pdf,table_grid,hard,letter,categorised,False,False,False,1,
TRAIN00677,train,cvs_pdf/TRAIN00677.pdf,modern_banner,easy,letter,bars,False,False,False,2,
TRAIN00678,train,cvs_pdf/TRAIN00678.pdf,table_grid,hard,letter,bars,False,False,False,1,
TRAIN00679,train,cvs_pdf/TRAIN00679.pdf,two_column_balanced,hard,A4,years,True,False,False,1,
TRAIN00680,train,cvs_pdf/TRAIN00680.pdf,minimal_centered,medium,letter,years,True,False,False,1,
TRAIN00681,train,cvs_pdf/TRAIN00681.pdf,compact_boxed,medium,letter,levels,False,False,False,1,
TRAIN00682,train,cvs_pdf/TRAIN00682.pdf,modern_banner,easy,letter,years,True,False,False,1,
TRAIN00683,train,cvs_pdf/TRAIN00683.pdf,academic_dense,medium,A4,table,False,False,True,2,
TRAIN00684,train,cvs_pdf/TRAIN00684.pdf,minimal_centered,medium,letter,levels,False,False,False,1,
TRAIN00685,train,cvs_pdf/TRAIN00685.pdf,table_grid,hard,A4,bullets,False,False,False,1,
TRAIN00686,train,cvs_pdf/TRAIN00686.pdf,classic_ats,easy,letter,table,False,False,False,2,
TRAIN00687,train,cvs_pdf/TRAIN00687.pdf,right_sidebar_light,hard,letter,plain,False,False,True,1,
TRAIN00688,train,cvs_pdf/TRAIN00688.pdf,two_column_balanced,hard,A4,years,True,False,False,1,
TRAIN00689,train,cvs_pdf/TRAIN00689.pdf,classic_ats,easy,letter,table,False,False,False,1,
TRAIN00690,train,cvs_pdf/TRAIN00690.pdf,minimal_centered,medium,letter,plain,False,False,True,1,
TRAIN00691,train,cvs_pdf/TRAIN00691.pdf,table_grid,hard,letter,categorised,False,False,False,1,
TRAIN00692,train,cvs_pdf/TRAIN00692.pdf,academic_dense,medium,A4,years,True,False,False,1,
TRAIN00693,train,cvs_pdf/TRAIN00693.pdf,modern_banner,easy,letter,bars,False,False,False,2,
TRAIN00694,train,cvs_pdf/TRAIN00694.pdf,academic_dense,medium,A4,none,False,False,False,1,
TRAIN00695,train,cvs_pdf/TRAIN00695.pdf,modern_banner,easy,letter,levels,False,False,False,1,
TRAIN00696,train,cvs_pdf/TRAIN00696.pdf,classic_ats,easy,A4,bars,False,False,False,1,
TRAIN00697,train,cvs_pdf/TRAIN00697.pdf,left_sidebar_dark,hard,A4,categorised,False,False,False,1,
TRAIN00698,train,cvs_pdf/TRAIN00698.pdf,two_column_balanced,hard,letter,table,False,False,False,1,
TRAIN00699,train,cvs_pdf/TRAIN00699.pdf,compact_boxed,medium,letter,bars,False,False,False,2,
TRAIN00700,train,cvs_pdf/TRAIN00700.pdf,minimal_centered,medium,letter,plain,False,False,False,1,
TRAIN00701,train,cvs_pdf/TRAIN00701.pdf,academic_dense,medium,A4,years,True,False,False,1,
TRAIN00702,train,cvs_pdf/TRAIN00702.pdf,modern_banner,easy,letter,bars,False,False,False,1,
TRAIN00703,train,cvs_pdf/TRAIN00703.pdf,table_grid,hard,letter,bullets,False,False,False,1,
TRAIN00704,train,cvs_pdf/TRAIN00704.pdf,compact_boxed,medium,letter,bars,False,False,False,1,
TRAIN00705,train,cvs_pdf/TRAIN00705.pdf,classic_ats,easy,letter,bars,False,False,False,2,
TRAIN00706,train,cvs_pdf/TRAIN00706.pdf,modern_banner,easy,A4,years,True,False,False,1,
TRAIN00707,train,cvs_pdf/TRAIN00707.pdf,minimal_centered,medium,letter,categorised,False,False,False,1,
TRAIN00708,train,cvs_pdf/TRAIN00708.pdf,left_sidebar_dark,hard,letter,table,False,False,True,1,
TRAIN00709,train,cvs_pdf/TRAIN00709.pdf,right_sidebar_light,hard,letter,categorised,False,False,False,1,
TRAIN00710,train,cvs_pdf/TRAIN00710.pdf,classic_ats,easy,A4,categorised,False,False,False,1,
TRAIN00711,train,cvs_pdf/TRAIN00711.pdf,modern_banner,easy,A4,bullets,False,False,False,1,
TRAIN00712,train,cvs_pdf/TRAIN00712.pdf,europass_style,hard,letter,bullets,False,False,False,1,
TRAIN00713,train,cvs_pdf/TRAIN00713.pdf,compact_boxed,medium,letter,years,True,False,False,1,
TRAIN00714,train,cvs_pdf/TRAIN00714.pdf,table_grid,hard,letter,years,True,False,False,1,
TRAIN00715,train,cvs_pdf/TRAIN00715.pdf,right_sidebar_light,hard,letter,plain,False,False,False,1,
TRAIN00716,train,cvs_pdf/TRAIN00716.pdf,compact_boxed,medium,letter,years,True,False,False,1,
TRAIN00717,train,cvs_pdf/TRAIN00717.pdf,europass_style,hard,letter,categorised,False,False,False,2,
TRAIN00718,train,cvs_pdf/TRAIN00718.pdf,right_sidebar_light,hard,A4,bullets,False,False,False,1,
TRAIN00719,train,cvs_pdf/TRAIN00719.pdf,modern_banner,easy,A4,plain,False,False,False,1,
TRAIN00720,train,cvs_pdf/TRAIN00720.pdf,left_sidebar_dark,hard,letter,bullets,False,False,False,1,
TRAIN00721,train,cvs_pdf/TRAIN00721.pdf,academic_dense,medium,letter,levels,False,False,False,1,
TRAIN00722,train,cvs_pdf/TRAIN00722.pdf,compact_boxed,medium,letter,plain,False,False,False,2,
TRAIN00723,train,cvs_pdf/TRAIN00723.pdf,two_column_balanced,hard,letter,plain,False,False,False,1,
TRAIN00724,train,cvs_pdf/TRAIN00724.pdf,modern_banner,easy,letter,table,False,False,True,1,
TRAIN00725,train,cvs_pdf/TRAIN00725.pdf,classic_ats,easy,letter,categorised,False,False,False,1,
TRAIN00726,train,cvs_pdf/TRAIN00726.pdf,compact_boxed,medium,letter,plain,False,False,False,1,
TRAIN00727,train,cvs_pdf/TRAIN00727.pdf,academic_dense,medium,letter,bullets,False,False,False,1,
TRAIN00728,train,cvs_pdf/TRAIN00728.pdf,modern_banner,easy,letter,bullets,False,False,False,1,
TRAIN00729,train,cvs_pdf/TRAIN00729.pdf,left_sidebar_dark,hard,A4,years,True,False,False,1,
TRAIN00730,train,cvs_pdf/TRAIN00730.pdf,modern_banner,easy,letter,years,True,False,False,1,
TRAIN00731,train,cvs_pdf/TRAIN00731.pdf,minimal_centered,medium,letter,table,False,False,False,1,
TRAIN00732,train,cvs_pdf/TRAIN00732.pdf,classic_ats,easy,letter,bullets,False,False,False,1,
TRAIN00733,train,cvs_pdf/TRAIN00733.pdf,right_sidebar_light,hard,A4,levels,False,False,False,1,
TRAIN00734,train,cvs_pdf/TRAIN00734.pdf,modern_banner,easy,A4,bars,False,False,False,1,
TRAIN00735,train,cvs_pdf/TRAIN00735.pdf,academic_dense,scanned,letter,bars,False,True,False,2,
TRAIN00736,train,cvs_pdf/TRAIN00736.pdf,compact_boxed,medium,letter,bullets,False,False,False,1,
TRAIN00737,train,cvs_pdf/TRAIN00737.pdf,europass_style,hard,letter,table,False,False,False,1,
TRAIN00738,train,cvs_pdf/TRAIN00738.pdf,right_sidebar_light,hard,A4,years,True,False,True,1,
TRAIN00739,train,cvs_pdf/TRAIN00739.pdf,classic_ats,easy,letter,bars,False,False,False,1,
TRAIN00740,train,cvs_pdf/TRAIN00740.pdf,right_sidebar_light,hard,letter,table,False,False,False,1,
TRAIN00741,train,cvs_pdf/TRAIN00741.pdf,left_sidebar_dark,hard,letter,table,False,False,False,2,
TRAIN00742,train,cvs_pdf/TRAIN00742.pdf,two_column_balanced,hard,A4,years,True,False,False,1,
TRAIN00743,train,cvs_pdf/TRAIN00743.pdf,classic_ats,easy,letter,categorised,False,False,False,2,
TRAIN00744,train,cvs_pdf/TRAIN00744.pdf,minimal_centered,medium,A4,bars,False,False,False,2,
TRAIN00745,train,cvs_pdf/TRAIN00745.pdf,modern_banner,easy,letter,bars,False,False,False,1,
TRAIN00746,train,cvs_pdf/TRAIN00746.pdf,modern_banner,easy,letter,categorised,False,False,False,2,
TRAIN00747,train,cvs_pdf/TRAIN00747.pdf,right_sidebar_light,hard,letter,plain,False,False,False,1,
TRAIN00748,train,cvs_pdf/TRAIN00748.pdf,left_sidebar_dark,hard,A4,bullets,False,False,False,1,
TRAIN00749,train,cvs_pdf/TRAIN00749.pdf,classic_ats,easy,letter,plain,False,False,False,1,
TRAIN00750,train,cvs_pdf/TRAIN00750.pdf,left_sidebar_dark,hard,A4,years,True,False,False,1,
TRAIN00751,train,cvs_pdf/TRAIN00751.pdf,classic_ats,easy,letter,years,True,False,False,1,
TRAIN00752,train,cvs_pdf/TRAIN00752.pdf,minimal_centered,medium,letter,years,True,False,False,1,
TRAIN00753,train,cvs_pdf/TRAIN00753.pdf,modern_banner,easy,letter,bullets,False,False,False,2,
TRAIN00754,train,cvs_pdf/TRAIN00754.pdf,table_grid,hard,letter,years,True,False,False,1,
TRAIN00755,train,cvs_pdf/TRAIN00755.pdf,two_column_balanced,hard,letter,years,True,False,False,1,
TRAIN00756,train,cvs_pdf/TRAIN00756.pdf,minimal_centered,medium,letter,levels,False,False,False,2,
TRAIN00757,train,cvs_pdf/TRAIN00757.pdf,left_sidebar_dark,hard,letter,table,False,False,False,1,
TRAIN00758,train,cvs_pdf/TRAIN00758.pdf,academic_dense,medium,letter,plain,False,False,True,2,
TRAIN00759,train,cvs_pdf/TRAIN00759.pdf,modern_banner,easy,letter,years,True,False,False,1,
TRAIN00760,train,cvs_pdf/TRAIN00760.pdf,left_sidebar_dark,hard,A4,years,True,False,False,1,
